index,Location,RainTomorrow
93436,PerthAirport,1
25127,SydneyAirport,0
31272,Wollongong,0
2972,BadgerysCreek,0
110331,Darwin,1
89407,PearceRAAF,0
31936,Wollongong,0
77874,Adelaide,0
112160,Uluru,0
21139,Sydney,1
60530,Watsonia,1
13488,NorahHead,0
80661,MountGambier,0
83610,Nuriootpa,0
70152,GoldCoast,1
99036,Walpole,0
30144,Williamtown,1
40260,Ballarat,1
72619,GoldCoast,0
47721,MelbourneAirport,0
42488,Bendigo,0
2325,Albury,1
69712,Cairns,1
59037,Portland,0
95389,Perth,0
98408,Walpole,0
26759,WaggaWagga,1
28022,WaggaWagga,0
4745,BadgerysCreek,0
13348,NorahHead,0
36585,Tuggeranong,0
34097,Canberra,0
8534,CoffsHarbour,0
87522,Witchcliffe,0
26614,WaggaWagga,0
32406,Wollongong,1
75055,Townsville,0
46921,MelbourneAirport,1
112301,Uluru,0
78449,Adelaide,0
75048,Townsville,0
33103,Wollongong,1
9118,CoffsHarbour,0
94551,PerthAirport,0
33512,Canberra,0
20642,Sydney,0
74711,Townsville,0
64382,Brisbane,1
29448,Williamtown,0
19283,Richmond,0
22483,Sydney,0
58056,Portland,0
45138,Sale,1
94773,PerthAirport,0
97882,Walpole,0
30291,Williamtown,0
92294,PerthAirport,0
3386,BadgerysCreek,0
12291,Moree,0
27555,WaggaWagga,0
74760,Townsville,0
111891,Uluru,0
7039,Cobar,0
80393,MountGambier,1
31218,Wollongong,1
108438,Darwin,0
70122,GoldCoast,0
27928,WaggaWagga,0
1034,Albury,1
59684,Watsonia,0
88002,Witchcliffe,0
76936,Adelaide,0
85217,Woomera,0
25896,WaggaWagga,0
97583,Perth,0
75028,Townsville,0
96950,Perth,0
48268,MelbourneAirport,0
16248,NorfolkIsland,0
75380,Townsville,0
37146,Tuggeranong,0
31572,Wollongong,0
95539,Perth,0
29186,Williamtown,0
72463,GoldCoast,0
109152,Darwin,0
16805,NorfolkIsland,0
110351,Darwin,1
33468,Canberra,0
60922,Watsonia,0
3507,BadgerysCreek,0
52790,Mildura,0
12577,Moree,0
74370,Townsville,0
112342,Uluru,0
65226,Brisbane,0
58606,Portland,0
103,Albury,0
48906,MelbourneAirport,1
87376,Witchcliffe,0
51954,Mildura,1
99970,Walpole,1
100301,Walpole,1
98484,Walpole,0
93090,PerthAirport,0
42834,Bendigo,0
14343,NorahHead,0
84855,Woomera,0
11157,Moree,0
1940,Albury,0
94525,PerthAirport,0
5770,Cobar,1
103110,Hobart,0
16265,NorfolkIsland,0
45397,Sale,0
95616,Perth,0
10254,Moree,1
68995,Cairns,1
6693,Cobar,0
18440,Richmond,0
15558,NorfolkIsland,1
85204,Woomera,0
26250,WaggaWagga,1
44371,Sale,1
29794,Williamtown,1
79199,MountGambier,0
206,Albury,1
68017,Cairns,0
83915,Nuriootpa,0
23013,SydneyAirport,0
2365,Albury,0
19675,Richmond,0
103241,Hobart,1
3483,BadgerysCreek,0
80806,MountGambier,0
25630,WaggaWagga,0
18673,Richmond,0
67468,Cairns,0
40237,Ballarat,0
51889,Melbourne,0
98400,Walpole,0
52622,Mildura,0
100631,Hobart,0
90839,PearceRAAF,0
61158,Watsonia,0
60845,Watsonia,1
100076,Walpole,1
20182,Richmond,0
76223,Adelaide,0
65767,Brisbane,1
18512,Richmond,0
19693,Richmond,0
15114,NorahHead,0
55767,Nhil,0
32176,Wollongong,1
32194,Wollongong,0
11198,Moree,0
26241,WaggaWagga,0
2580,BadgerysCreek,1
94087,PerthAirport,1
25874,WaggaWagga,0
65538,Brisbane,0
101557,Hobart,0
18541,Richmond,0
69265,Cairns,0
98812,Walpole,0
67968,Cairns,0
49475,MelbourneAirport,0
34565,Canberra,0
57227,Portland,0
35606,Canberra,0
94474,PerthAirport,0
13436,NorahHead,0
89262,Witchcliffe,0
87402,Witchcliffe,0
98663,Walpole,1
67272,Cairns,0
104698,Launceston,0
4620,BadgerysCreek,0
35356,Canberra,0
63571,Dartmoor,1
57336,Portland,0
83702,Nuriootpa,0
11284,Moree,0
46142,Sale,0
84296,Woomera,0
44044,Sale,0
24693,SydneyAirport,1
110748,Darwin,0
51636,Melbourne,1
100939,Hobart,1
50128,Melbourne,0
18329,NorfolkIsland,1
9,Albury,0
53360,Mildura,1
81146,MountGambier,0
24004,SydneyAirport,1
84799,Woomera,0
19645,Richmond,0
10864,Moree,0
94736,PerthAirport,0
55121,Nhil,0
50871,Melbourne,1
15003,NorahHead,1
86209,Woomera,0
37942,Tuggeranong,0
92904,PerthAirport,0
34486,Canberra,0
106256,AliceSprings,1
57605,Portland,1
2563,BadgerysCreek,0
110889,Katherine,0
54226,Mildura,0
96001,Perth,0
10781,Moree,0
112429,Uluru,0
53484,Mildura,0
58385,Portland,0
57787,Portland,1
757,Albury,0
25868,WaggaWagga,1
61837,Watsonia,0
105503,AliceSprings,0
24831,SydneyAirport,0
29202,Williamtown,0
101664,Hobart,0
40303,Ballarat,1
56807,Portland,1
88305,Witchcliffe,0
87930,Witchcliffe,0
87561,Witchcliffe,1
112092,Uluru,0
20951,Sydney,0
56175,Nhil,0
8984,CoffsHarbour,0
35374,Canberra,0
8400,CoffsHarbour,0
29282,Williamtown,1
79374,MountGambier,0
68358,Cairns,0
96415,Perth,1
21919,Sydney,0
107976,Darwin,0
91925,PerthAirport,0
13158,NorahHead,0
22278,Sydney,0
86979,Woomera,0
19006,Richmond,1
45053,Sale,0
67068,Brisbane,0
22196,Sydney,0
22960,SydneyAirport,0
67977,Cairns,1
14596,NorahHead,0
70425,GoldCoast,0
37981,Tuggeranong,1
30695,Wollongong,1
24669,SydneyAirport,0
13193,NorahHead,0
23980,SydneyAirport,0
37472,Tuggeranong,0
45373,Sale,1
44125,Sale,0
12987,NorahHead,0
50905,Melbourne,0
17038,NorfolkIsland,0
58814,Portland,0
39414,Ballarat,0
6521,Cobar,0
74108,Townsville,0
109994,Darwin,0
45498,Sale,0
37398,Tuggeranong,0
36315,Tuggeranong,0
98585,Walpole,1
45286,Sale,0
99500,Walpole,0
48993,MelbourneAirport,0
18056,NorfolkIsland,1
67902,Cairns,1
68130,Cairns,0
49552,MelbourneAirport,0
3254,BadgerysCreek,0
37615,Tuggeranong,0
65788,Brisbane,0
41888,Bendigo,0
60106,Watsonia,0
11224,Moree,0
110328,Darwin,0
3006,BadgerysCreek,0
52395,Mildura,0
73161,Townsville,0
107630,AliceSprings,0
53299,Mildura,1
30976,Wollongong,0
77792,Adelaide,0
70487,GoldCoast,0
62517,Dartmoor,1
74165,Townsville,0
10386,Moree,0
12520,Moree,0
60175,Watsonia,0
53210,Mildura,0
111750,Uluru,0
87643,Witchcliffe,0
46120,Sale,0
42643,Bendigo,0
105026,AliceSprings,0
93253,PerthAirport,0
90863,PearceRAAF,0
34237,Canberra,0
7179,Cobar,0
28094,WaggaWagga,1
46886,MelbourneAirport,0
93611,PerthAirport,0
72896,GoldCoast,0
18248,NorfolkIsland,1
110764,Darwin,0
111856,Uluru,0
76924,Adelaide,0
65396,Brisbane,0
30758,Wollongong,0
71219,GoldCoast,0
5081,Cobar,0
106144,AliceSprings,0
33518,Canberra,0
82728,Nuriootpa,0
14064,NorahHead,0
102051,Hobart,1
81520,Nuriootpa,0
74722,Townsville,0
23598,SydneyAirport,0
85751,Woomera,0
55392,Nhil,0
40634,Ballarat,0
95605,Perth,0
20761,Sydney,1
8961,CoffsHarbour,1
112906,Uluru,0
56876,Portland,0
3247,BadgerysCreek,0
72554,GoldCoast,1
100364,Hobart,1
103936,Launceston,1
89852,PearceRAAF,0
31484,Wollongong,0
17654,NorfolkIsland,1
89780,PearceRAAF,0
15489,NorahHead,0
92834,PerthAirport,1
16102,NorfolkIsland,1
94672,PerthAirport,0
51134,Melbourne,0
5718,Cobar,1
89226,Witchcliffe,0
46033,Sale,0
86156,Woomera,1
111931,Uluru,0
44115,Sale,0
60581,Watsonia,0
50141,Melbourne,0
109977,Darwin,1
83003,Nuriootpa,0
51404,Melbourne,1
99993,Walpole,0
35942,Canberra,1
53174,Mildura,0
45781,Sale,0
5149,Cobar,0
35020,Canberra,0
81784,Nuriootpa,0
48590,MelbourneAirport,0
85210,Woomera,0
25518,SydneyAirport,0
75045,Townsville,0
87750,Witchcliffe,1
66502,Brisbane,0
87422,Witchcliffe,0
54307,Mildura,0
88595,Witchcliffe,0
53248,Mildura,0
91479,PearceRAAF,1
109845,Darwin,0
41524,Bendigo,1
67350,Cairns,0
62601,Dartmoor,0
66754,Brisbane,0
46274,Sale,0
71777,GoldCoast,1
7688,CoffsHarbour,0
32121,Wollongong,0
65422,Brisbane,1
32208,Wollongong,0
9934,CoffsHarbour,0
41309,Bendigo,0
59853,Watsonia,0
59088,Portland,1
63825,Dartmoor,1
84422,Woomera,0
90255,PearceRAAF,0
75642,Townsville,0
61177,Watsonia,0
21479,Sydney,0
39488,Ballarat,1
104223,Launceston,0
63622,Dartmoor,0
86458,Woomera,0
47815,MelbourneAirport,0
54681,Mildura,0
66918,Brisbane,0
91842,PearceRAAF,0
24035,SydneyAirport,0
112286,Uluru,0
985,Albury,0
110824,Katherine,0
48850,MelbourneAirport,1
2418,Albury,0
87417,Witchcliffe,0
20636,Sydney,0
48823,MelbourneAirport,0
36855,Tuggeranong,0
81754,Nuriootpa,0
58722,Portland,1
52484,Mildura,0
98419,Walpole,0
112884,Uluru,0
37009,Tuggeranong,1
17891,NorfolkIsland,0
98367,Walpole,0
99793,Walpole,0
13974,NorahHead,0
51966,Mildura,0
104722,Launceston,0
112279,Uluru,0
80530,MountGambier,1
95777,Perth,0
40199,Ballarat,0
21202,Sydney,0
53221,Mildura,0
26303,WaggaWagga,0
94451,PerthAirport,0
92663,PerthAirport,0
76017,Adelaide,0
52642,Mildura,1
34296,Canberra,0
16950,NorfolkIsland,0
24535,SydneyAirport,0
44776,Sale,1
110770,Darwin,0
40412,Ballarat,0
22326,Sydney,1
6042,Cobar,0
86421,Woomera,0
18509,Richmond,0
2884,BadgerysCreek,0
49535,MelbourneAirport,0
106248,AliceSprings,0
95837,Perth,1
57584,Portland,0
55184,Nhil,0
90538,PearceRAAF,0
49726,Melbourne,0
77080,Adelaide,0
108367,Darwin,0
94075,PerthAirport,0
107032,AliceSprings,0
98174,Walpole,1
48302,MelbourneAirport,0
84153,Nuriootpa,0
7549,Cobar,0
104051,Launceston,0
62343,Dartmoor,0
2190,Albury,0
103510,Launceston,1
784,Albury,0
102345,Hobart,0
7285,Cobar,0
89046,Witchcliffe,1
51196,Melbourne,0
73890,Townsville,0
106943,AliceSprings,0
75985,Adelaide,1
96441,Perth,1
71320,GoldCoast,0
31566,Wollongong,0
24389,SydneyAirport,0
19991,Richmond,0
67331,Cairns,0
86674,Woomera,0
49383,MelbourneAirport,1
88076,Witchcliffe,0
44564,Sale,0
92025,PerthAirport,0
47393,MelbourneAirport,1
55003,Nhil,0
49670,Melbourne,0
52542,Mildura,0
72820,GoldCoast,0
98403,Walpole,1
64269,Brisbane,0
25193,SydneyAirport,0
13199,NorahHead,1
20439,Sydney,0
64639,Brisbane,1
42590,Bendigo,0
111107,Katherine,1
28742,Williamtown,0
106731,AliceSprings,0
34698,Canberra,0
93651,PerthAirport,1
53446,Mildura,0
103773,Launceston,0
24854,SydneyAirport,0
20557,Sydney,0
77287,Adelaide,1
33625,Canberra,0
47566,MelbourneAirport,0
90371,PearceRAAF,1
28001,WaggaWagga,0
24463,SydneyAirport,1
88792,Witchcliffe,1
56039,Nhil,1
88651,Witchcliffe,0
38738,Ballarat,0
61464,Watsonia,0
34393,Canberra,0
5412,Cobar,0
59050,Portland,0
61352,Watsonia,0
16003,NorfolkIsland,0
95259,Perth,0
82884,Nuriootpa,0
20103,Richmond,0
83160,Nuriootpa,0
20742,Sydney,1
108981,Darwin,0
5619,Cobar,0
66599,Brisbane,0
59116,Portland,0
35013,Canberra,0
50261,Melbourne,0
77742,Adelaide,0
41314,Bendigo,0
56891,Portland,0
57405,Portland,0
6674,Cobar,0
29928,Williamtown,1
24067,SydneyAirport,0
38621,Ballarat,1
31509,Wollongong,1
78778,MountGambier,0
88472,Witchcliffe,0
49638,MelbourneAirport,0
68038,Cairns,0
82421,Nuriootpa,0
39368,Ballarat,1
32184,Wollongong,1
44352,Sale,0
94796,Perth,1
3683,BadgerysCreek,0
45101,Sale,1
44931,Sale,1
101319,Hobart,0
40070,Ballarat,0
77933,Adelaide,1
67243,Cairns,1
106251,AliceSprings,0
2004,Albury,1
39834,Ballarat,0
100014,Walpole,0
11557,Moree,1
55047,Nhil,0
84206,Woomera,0
35236,Canberra,1
34797,Canberra,0
51251,Melbourne,0
66269,Brisbane,0
54304,Mildura,0
4819,Cobar,1
87317,Witchcliffe,0
64190,Brisbane,0
72905,Townsville,0
82779,Nuriootpa,0
9028,CoffsHarbour,0
91062,PearceRAAF,0
64245,Brisbane,0
80323,MountGambier,0
30609,Williamtown,0
85325,Woomera,0
16721,NorfolkIsland,0
90457,PearceRAAF,0
112102,Uluru,0
22336,Sydney,1
16361,NorfolkIsland,0
98220,Walpole,0
14434,NorahHead,1
57627,Portland,0
67265,Cairns,1
51185,Melbourne,0
75173,Townsville,0
101659,Hobart,0
1286,Albury,0
103439,Launceston,0
54894,Nhil,0
16137,NorfolkIsland,0
6650,Cobar,0
30636,Wollongong,0
32552,Wollongong,0
109015,Darwin,1
39491,Ballarat,1
38487,Ballarat,0
61149,Watsonia,0
103998,Launceston,0
81847,Nuriootpa,0
95015,Perth,0
98565,Walpole,0
81612,Nuriootpa,0
104109,Launceston,0
87062,Woomera,0
83492,Nuriootpa,1
45790,Sale,1
40039,Ballarat,1
106143,AliceSprings,0
35593,Canberra,0
40353,Ballarat,0
96379,Perth,0
5416,Cobar,0
89775,PearceRAAF,0
94992,Perth,0
105981,AliceSprings,1
11355,Moree,0
79061,MountGambier,0
2424,Albury,1
19015,Richmond,0
3704,BadgerysCreek,0
109851,Darwin,0
34031,Canberra,0
7759,CoffsHarbour,0
96060,Perth,0
72123,GoldCoast,0
65328,Brisbane,1
6685,Cobar,0
82774,Nuriootpa,0
59269,Watsonia,0
6637,Cobar,0
41910,Bendigo,0
15878,NorfolkIsland,0
87693,Witchcliffe,0
7433,Cobar,0
27759,WaggaWagga,1
112637,Uluru,0
70495,GoldCoast,1
35686,Canberra,0
17877,NorfolkIsland,1
70418,GoldCoast,0
106142,AliceSprings,0
70624,GoldCoast,0
111220,Katherine,0
31955,Wollongong,0
7390,Cobar,0
83042,Nuriootpa,0
57022,Portland,0
67773,Cairns,0
46645,Sale,0
88438,Witchcliffe,0
65526,Brisbane,0
96381,Perth,0
60220,Watsonia,1
16987,NorfolkIsland,0
45411,Sale,0
34670,Canberra,1
91601,PearceRAAF,0
8056,CoffsHarbour,0
35200,Canberra,0
39334,Ballarat,0
43239,Bendigo,0
67286,Cairns,0
40809,Ballarat,0
97045,Perth,0
66645,Brisbane,0
95252,Perth,0
68025,Cairns,0
8108,CoffsHarbour,1
79566,MountGambier,0
92192,PerthAirport,0
79357,MountGambier,1
63393,Dartmoor,0
59464,Watsonia,0
109599,Darwin,1
105606,AliceSprings,0
71381,GoldCoast,0
65935,Brisbane,0
87583,Witchcliffe,0
40552,Ballarat,0
98444,Walpole,1
80035,MountGambier,0
4148,BadgerysCreek,0
80600,MountGambier,0
96414,Perth,0
13400,NorahHead,0
31174,Wollongong,0
42592,Bendigo,0
98748,Walpole,0
26459,WaggaWagga,0
16970,NorfolkIsland,1
31983,Wollongong,0
101028,Hobart,0
76578,Adelaide,0
67775,Cairns,0
110304,Darwin,1
75187,Townsville,0
27953,WaggaWagga,1
23820,SydneyAirport,1
32180,Wollongong,0
102621,Hobart,1
2803,BadgerysCreek,1
40245,Ballarat,1
44133,Sale,1
83845,Nuriootpa,0
63679,Dartmoor,0
58771,Portland,1
64701,Brisbane,0
30014,Williamtown,0
102276,Hobart,0
28123,WaggaWagga,1
108453,Darwin,0
101717,Hobart,1
69513,Cairns,0
62781,Dartmoor,1
36576,Tuggeranong,0
109547,Darwin,1
103343,Hobart,0
3765,BadgerysCreek,1
53623,Mildura,0
95570,Perth,0
11532,Moree,0
2162,Albury,1
108117,Darwin,0
99682,Walpole,1
12252,Moree,0
86016,Woomera,0
47613,MelbourneAirport,1
89206,Witchcliffe,0
19666,Richmond,0
34965,Canberra,0
97946,Walpole,0
90426,PearceRAAF,0
76224,Adelaide,1
91592,PearceRAAF,0
62242,Dartmoor,1
39727,Ballarat,1
30094,Williamtown,0
54285,Mildura,0
56425,Portland,1
98575,Walpole,1
85753,Woomera,0
46971,MelbourneAirport,0
86144,Woomera,0
39279,Ballarat,0
89713,PearceRAAF,0
38340,Tuggeranong,0
7227,Cobar,1
30522,Williamtown,1
11918,Moree,0
2142,Albury,1
45385,Sale,0
107247,AliceSprings,0
42437,Bendigo,0
2314,Albury,0
36660,Tuggeranong,1
57367,Portland,1
7899,CoffsHarbour,1
60289,Watsonia,0
63176,Dartmoor,0
102072,Hobart,0
111789,Uluru,0
18685,Richmond,0
2973,BadgerysCreek,0
38783,Ballarat,1
64303,Brisbane,0
90342,PearceRAAF,0
13845,NorahHead,1
55567,Nhil,0
59319,Watsonia,0
108122,Darwin,0
80711,MountGambier,0
44590,Sale,0
44604,Sale,0
39936,Ballarat,1
13107,NorahHead,0
82088,Nuriootpa,0
76181,Adelaide,1
69530,Cairns,1
38082,Tuggeranong,0
25618,SydneyAirport,0
21585,Sydney,0
70449,GoldCoast,0
3256,BadgerysCreek,0
78372,Adelaide,1
75409,Townsville,0
65782,Brisbane,1
19294,Richmond,0
100379,Hobart,0
69806,Cairns,0
20757,Sydney,0
23627,SydneyAirport,0
82240,Nuriootpa,0
90374,PearceRAAF,1
10721,Moree,0
65825,Brisbane,1
44005,Sale,0
100332,Hobart,0
23606,SydneyAirport,0
23981,SydneyAirport,1
84723,Woomera,0
89950,PearceRAAF,0
34171,Canberra,0
9689,CoffsHarbour,1
103249,Hobart,0
19448,Richmond,0
99273,Walpole,1
8824,CoffsHarbour,0
57283,Portland,0
36143,Tuggeranong,1
80999,MountGambier,1
55774,Nhil,0
40817,Ballarat,0
31573,Wollongong,0
109357,Darwin,0
7069,Cobar,0
5766,Cobar,0
97313,Perth,0
38823,Ballarat,0
24953,SydneyAirport,0
79382,MountGambier,0
52281,Mildura,0
87631,Witchcliffe,0
37465,Tuggeranong,0
30442,Williamtown,0
10137,Moree,0
97599,Perth,0
77736,Adelaide,0
66358,Brisbane,1
53013,Mildura,0
11769,Moree,0
14247,NorahHead,0
93505,PerthAirport,0
86792,Woomera,0
62840,Dartmoor,1
56983,Portland,0
52245,Mildura,0
107508,AliceSprings,0
63918,Dartmoor,0
97702,Perth,0
107660,AliceSprings,0
11899,Moree,0
62961,Dartmoor,0
103627,Launceston,0
24261,SydneyAirport,0
47556,MelbourneAirport,0
109266,Darwin,1
101586,Hobart,0
97588,Perth,0
11667,Moree,0
44322,Sale,0
82241,Nuriootpa,1
91983,PerthAirport,0
13372,NorahHead,0
9711,CoffsHarbour,1
41501,Bendigo,0
79462,MountGambier,1
14971,NorahHead,0
106228,AliceSprings,0
65489,Brisbane,0
77573,Adelaide,1
78079,Adelaide,1
109608,Darwin,1
81833,Nuriootpa,0
37346,Tuggeranong,0
48422,MelbourneAirport,1
20879,Sydney,0
86122,Woomera,0
106465,AliceSprings,0
106084,AliceSprings,0
290,Albury,0
103825,Launceston,0
16726,NorfolkIsland,0
41634,Bendigo,0
79658,MountGambier,0
74787,Townsville,0
14970,NorahHead,0
40342,Ballarat,1
19702,Richmond,0
62263,Dartmoor,1
85710,Woomera,0
103314,Hobart,0
18610,Richmond,0
69392,Cairns,0
79245,MountGambier,0
112564,Uluru,0
63876,Dartmoor,0
80775,MountGambier,1
39894,Ballarat,0
18694,Richmond,1
109968,Darwin,1
93224,PerthAirport,0
77021,Adelaide,0
58031,Portland,0
110302,Darwin,0
17465,NorfolkIsland,0
41192,Ballarat,0
16616,NorfolkIsland,0
22748,SydneyAirport,0
51514,Melbourne,0
85598,Woomera,0
91905,PerthAirport,0
77217,Adelaide,0
81921,Nuriootpa,0
16667,NorfolkIsland,1
2858,BadgerysCreek,0
12742,NorahHead,0
10528,Moree,0
20423,Richmond,0
19438,Richmond,0
78386,Adelaide,0
5002,Cobar,0
97160,Perth,0
43315,Bendigo,0
77291,Adelaide,1
20932,Sydney,0
17370,NorfolkIsland,0
46070,Sale,1
23474,SydneyAirport,1
72334,GoldCoast,1
104287,Launceston,0
31132,Wollongong,0
36769,Tuggeranong,0
39139,Ballarat,1
26031,WaggaWagga,1
16850,NorfolkIsland,0
60302,Watsonia,0
63030,Dartmoor,1
81132,MountGambier,0
497,Albury,0
18058,NorfolkIsland,1
24738,SydneyAirport,0
26925,WaggaWagga,0
72160,GoldCoast,1
10081,CoffsHarbour,0
68203,Cairns,1
83578,Nuriootpa,0
16459,NorfolkIsland,0
87566,Witchcliffe,1
29648,Williamtown,0
30299,Williamtown,1
24963,SydneyAirport,1
37567,Tuggeranong,0
94167,PerthAirport,0
72895,GoldCoast,0
90122,PearceRAAF,1
25566,SydneyAirport,0
23995,SydneyAirport,0
8779,CoffsHarbour,0
67442,Cairns,0
72550,GoldCoast,0
21082,Sydney,0
102492,Hobart,0
112896,Uluru,0
56772,Portland,0
53879,Mildura,0
3003,BadgerysCreek,0
102192,Hobart,1
40119,Ballarat,0
25005,SydneyAirport,0
55334,Nhil,0
70000,Cairns,0
81870,Nuriootpa,0
98167,Walpole,0
25301,SydneyAirport,1
1735,Albury,0
107586,AliceSprings,0
22431,Sydney,0
110380,Darwin,0
28964,Williamtown,0
103975,Launceston,0
93416,PerthAirport,0
65853,Brisbane,0
108368,Darwin,0
16047,NorfolkIsland,1
76823,Adelaide,1
102623,Hobart,1
56286,Nhil,0
63826,Dartmoor,1
111695,Uluru,0
96162,Perth,1
26711,WaggaWagga,0
64257,Brisbane,1
20049,Richmond,0
66846,Brisbane,0
30591,Williamtown,0
53836,Mildura,0
14902,NorahHead,1
37161,Tuggeranong,0
25241,SydneyAirport,0
4805,Cobar,0
111979,Uluru,0
6336,Cobar,0
46998,MelbourneAirport,0
111708,Uluru,0
103976,Launceston,0
10167,Moree,0
30277,Williamtown,0
42937,Bendigo,1
84693,Woomera,0
58057,Portland,0
86926,Woomera,0
77668,Adelaide,0
13329,NorahHead,0
63993,Dartmoor,1
34580,Canberra,0
85412,Woomera,0
2088,Albury,0
86447,Woomera,0
84950,Woomera,0
56631,Portland,0
86720,Woomera,0
4091,BadgerysCreek,1
4200,BadgerysCreek,0
76706,Adelaide,0
104462,Launceston,0
92790,PerthAirport,0
54106,Mildura,0
55245,Nhil,1
40122,Ballarat,1
69116,Cairns,1
76687,Adelaide,1
5536,Cobar,0
74080,Townsville,0
28090,WaggaWagga,0
57802,Portland,0
83101,Nuriootpa,0
108064,Darwin,0
19705,Richmond,1
33738,Canberra,0
75371,Townsville,0
26092,WaggaWagga,0
32738,Wollongong,0
110630,Darwin,0
20335,Richmond,0
883,Albury,1
69878,Cairns,0
6747,Cobar,0
111610,Uluru,0
45873,Sale,0
77543,Adelaide,0
31927,Wollongong,1
67772,Cairns,0
84123,Nuriootpa,0
12976,NorahHead,0
10426,Moree,0
89062,Witchcliffe,1
105564,AliceSprings,0
7749,CoffsHarbour,0
53055,Mildura,0
99240,Walpole,1
87281,Witchcliffe,0
55277,Nhil,0
68300,Cairns,0
90542,PearceRAAF,0
58316,Portland,0
43247,Bendigo,0
43448,Bendigo,0
5075,Cobar,0
96122,Perth,0
82915,Nuriootpa,0
92986,PerthAirport,0
79485,MountGambier,1
17366,NorfolkIsland,1
104453,Launceston,1
23374,SydneyAirport,0
35165,Canberra,0
76855,Adelaide,1
36250,Tuggeranong,0
57372,Portland,1
102116,Hobart,0
92406,PerthAirport,0
37087,Tuggeranong,1
58588,Portland,0
44366,Sale,0
66627,Brisbane,0
72085,GoldCoast,0
1466,Albury,1
1437,Albury,0
38000,Tuggeranong,0
107396,AliceSprings,0
50712,Melbourne,0
40304,Ballarat,1
74751,Townsville,0
91736,PearceRAAF,1
74580,Townsville,0
52914,Mildura,0
96165,Perth,0
21488,Sydney,0
87157,Witchcliffe,0
29827,Williamtown,1
95849,Perth,1
93176,PerthAirport,0
35070,Canberra,0
31660,Wollongong,0
46039,Sale,0
10320,Moree,0
99927,Walpole,1
104268,Launceston,0
46800,MelbourneAirport,0
31379,Wollongong,0
19731,Richmond,0
10143,Moree,0
61314,Watsonia,0
26782,WaggaWagga,0
52331,Mildura,0
72373,GoldCoast,0
52787,Mildura,0
33242,Wollongong,1
100670,Hobart,1
102671,Hobart,0
98880,Walpole,0
1541,Albury,0
49890,Melbourne,0
22679,Sydney,1
6116,Cobar,0
17651,NorfolkIsland,0
103562,Launceston,0
21216,Sydney,1
110217,Darwin,0
29006,Williamtown,0
21151,Sydney,0
84608,Woomera,0
5900,Cobar,0
3459,BadgerysCreek,0
75345,Townsville,0
55527,Nhil,0
93060,PerthAirport,0
79024,MountGambier,1
86875,Woomera,0
93154,PerthAirport,1
9699,CoffsHarbour,0
7710,CoffsHarbour,1
11569,Moree,0
93351,PerthAirport,0
29308,Williamtown,0
111015,Katherine,1
4435,BadgerysCreek,0
85040,Woomera,1
91312,PearceRAAF,0
5899,Cobar,0
35762,Canberra,0
76256,Adelaide,0
38241,Tuggeranong,0
84114,Nuriootpa,0
38415,Tuggeranong,0
95651,Perth,0
73568,Townsville,0
77619,Adelaide,1
64611,Brisbane,1
75225,Townsville,0
21290,Sydney,0
65718,Brisbane,0
81027,MountGambier,1
45033,Sale,0
80022,MountGambier,1
13871,NorahHead,1
68142,Cairns,0
101104,Hobart,1
15559,NorfolkIsland,0
24257,SydneyAirport,0
88886,Witchcliffe,0
30329,Williamtown,0
23235,SydneyAirport,1
90996,PearceRAAF,0
12008,Moree,0
5127,Cobar,1
68821,Cairns,0
74091,Townsville,0
103645,Launceston,0
54744,Mildura,0
14789,NorahHead,1
18845,Richmond,1
17622,NorfolkIsland,0
48229,MelbourneAirport,0
18054,NorfolkIsland,0
38147,Tuggeranong,1
30352,Williamtown,0
33039,Wollongong,1
76814,Adelaide,0
30549,Williamtown,0
9141,CoffsHarbour,1
28833,Williamtown,0
10107,Moree,0
104766,Launceston,1
23794,SydneyAirport,0
30542,Williamtown,0
2476,BadgerysCreek,1
102349,Hobart,0
102202,Hobart,0
105832,AliceSprings,0
35717,Canberra,0
86834,Woomera,0
106777,AliceSprings,0
45314,Sale,0
42565,Bendigo,0
28091,WaggaWagga,0
97940,Walpole,1
73519,Townsville,0
45497,Sale,0
64952,Brisbane,1
23887,SydneyAirport,1
6035,Cobar,0
109033,Darwin,0
1346,Albury,0
102337,Hobart,0
75548,Townsville,0
8858,CoffsHarbour,0
24842,SydneyAirport,0
90249,PearceRAAF,0
66743,Brisbane,0
9102,CoffsHarbour,0
25642,WaggaWagga,1
81726,Nuriootpa,1
39896,Ballarat,0
27401,WaggaWagga,1
39655,Ballarat,1
7617,CoffsHarbour,0
75805,Adelaide,0
69631,Cairns,0
73896,Townsville,0
90517,PearceRAAF,0
65946,Brisbane,0
94896,Perth,0
80840,MountGambier,1
73410,Townsville,0
102124,Hobart,0
47417,MelbourneAirport,1
107092,AliceSprings,0
45700,Sale,0
41621,Bendigo,0
64330,Brisbane,0
49497,MelbourneAirport,0
63006,Dartmoor,0
89280,Witchcliffe,0
73844,Townsville,0
102056,Hobart,0
96754,Perth,1
66015,Brisbane,0
97014,Perth,1
42843,Bendigo,0
15209,NorahHead,0
27305,WaggaWagga,0
51607,Melbourne,0
20921,Sydney,0
26666,WaggaWagga,0
5652,Cobar,0
7809,CoffsHarbour,0
24703,SydneyAirport,1
68767,Cairns,0
440,Albury,0
58987,Portland,0
111632,Uluru,0
